,Name,Year,Genre,Main Cast,Sinopsis,Score,Content Rating,Genre,Network,img url,Episode
1254,Three Bold Siblings,2022,"Comedy, Romance, Family","Lee  Ha Na , Im Joo Hwan, Lee Tae Sung, Kim So Eun, Lee Yoo Jin, Kim Seung Soo","Kim Tae Joo is the eldest of three siblings. She is warm-hearted and tolerant, but she also has a hot temper. She cuts off relationships with people whom she doesn’t like. One day, Kim Tae Joo meets Lee Sang Joon again after many years. They attended the same elementary school. Lee Sang Joon is a popular actor. He is sensitive, imaginative, and smart. He is also the eldest sibling in his family. Since he was a child, he has been loved by his family deeply. His family was once in debt, but, after Lee Sang Joon became successful, he paid off their debt and continues to support them financially. During filming for an acting project, Lee Sang Joon gets injured and goes to the hospital. There he meets his first love Kim Tae Joo, whom he knew when he was an elementary school student. , Since he was a child, he has been loved by his family deeply. His family was once in debt, but, after Lee Sang Joon became successful, he paid off their debt and continues to support them financially. During filming for an acting project, Lee Sang Joon gets injured and goes to the hospital. There he meets his first love Kim Tae Joo, whom he knew when he was an elementary school student. ",7.3,15+ - Teens 15 or older,"Medical Coordinator Female Lead,, Orthopedic Surgeon Male Lead,, Instructor Female Lead,, ""Best Friends Relationship,"", Actor Male Lead,, Company President (CEO) Male Lead,, Director Male Lead,, Age Gap Drama Life,, Popular Male Lead,, Warm Female Lead","Wavve, KBS World, Viki",https://i.mydramalist.com/6Rynd_4c.jpg?v=1,51 episodes
1255,Goddess of Fire,2013,"Historical, Romance, Drama","Moon Geun Young, Lee Sang Yoon, Kim Bum, Seo Hyun Jin, Jeon Kwang Ryul, Lee Jong Won","""Joseon-era pottery was notable for its best quality and advanced baking method in the late 16th century. Baek Pa Seon, the woman of fire, was Joseons first female potter and was regarded as the dojo of Shintaro porcelain. Crown Prince Gwang Hae loved her deeply but had to let her go. This TV series depicts her early life in Joseon instead of Japan, where a shrine is dedicated to her. "",",7.3,15+ - Teens 15 or older,"Historical Figure,, Pottery,, Historical Fiction,, Art,, Edo Period,, Gwanghae,, Joseon Dynasty,, Cross-Dressing",Viki,https://i.mydramalist.com/M3n5vc.jpg?v=1,32 episodes
1256,Twinkle Twinkle,2011,"Romance, Drama","Kim Hyun Joo, Lee Yoo Ri, Kim Suk Hoon, Kang  Dong Ho, Go Doo Shim, Gil Yong Woo","""This drama tells the success story of Han Jung Won, a workaholic careerwoman, who is determined to make her own way in life without the help of her family, which has garnered considerable wealth from their publishing company. Her life is turned upside down due to someones mistake, and she faces numerous setbacks on the road to recovery. "",",7.3,15+ - Teens 15 or older,"Publishing House Setting,, Workplace Setting,, Cheerful Female Lead,, Hardworking Female Lead,, Family Relationship,, Switched At Birth,, Identity Swap,, Boss-Employee Relationship,, Cold Man/Warm Woman,, Love Triangle",Viki,https://i.mydramalist.com/73RgRc.jpg?v=1,54 episodes
1257,Can Love Become Money,2012,"Business, Comedy, Romance","Uhm Ji Won, Yeon Jung Hoon, Wang Bit Na, Jo Yeon Woo, Wi Ji Woong, Hwang Bo","A romantic drama about what happens when young and successful CEO Ma In Tak offers to pass on a 10 billion won inheritance to his future wife. ,",7.3,Not Yet Rated,"Betrayal,, Mafia,, Cohabitation,, Boss-Employee Relationship,, Riches To Rags,, Rich Man/Poor Woman,, Crime",Viki,https://i.mydramalist.com/GwlBAc.jpg?v=1,20 episodes
1258,Women of the Sun,2008,"Romance, Drama, Melodrama","Lee  Ha Na , Kim Jee Soo, Han Jae Suk, Jung Gyu Woon, Lee Ra Hye, Lee Yoo Jung","""Shin Do Young is an announcer who instigates the jealously of all women around her because of her superior looks, great abilities, and great background. But Do Young has a deep, dark secret. She was actually abandoned at an orphanage when she was young but luckily she was adopted by a nice couple. The couple were unable to have their own children but were surprised when their biological daughter was born. Do Young, afraid that her parents would no longer love her anymore abandoned her 5 year old little sister, Ji Young, at a train station. Years have passed and Do Young meets a joyful girl, Sa Wol, who becomes her personal shopper. What happens when Do Youngs terrible misdeed is revealed and that Sa Wol is actually the sister she abandoned at the train station all those years ago?"", "" Young, afraid that her parents would no longer love her anymore abandoned her 5 year old little sister, Ji Young, at a train station. Years have passed and Do Young meets a joyful girl, Sa Wol, who becomes her personal shopper. What happens when Do Youngs terrible misdeed is revealed and that Sa Wol is actually the sister she abandoned at the train station all those years ago?""",7.3,Not Yet Rated,"Dark Past,, Missing Child,, Orphan Female Lead,, Evil Sister,, Jealousy","KBS Drama Classic, Viki",https://i.mydramalist.com/9vXJ2c.jpg?v=1,20 episodes
1259,Little Mom Scandal,2008,"Comedy, Romance, Life, Drama","Hwang Jung Eum, Im Sung Eon, Oh Yi Na, Jung  Hee Jung, Sun Woo Jae Duk, Kim Song Ha","The drama is about a rebellious teenage girl who ends up getting pregnant and being an unwed mother at the age of 18. ,",7.3,18+ Restricted (violence & profanity),"Teenager Female Lead,, Miniseries,, Teenage Pregnancy,, Sexual Content,, Pregnancy,, Family",China Zone,https://i.mydramalist.com/GWPBDc.jpg?v=1,8 episodes
1260,We Broke Up,2015,"Music, Romance, Youth","Sandara Park, Kang Seung Yoon, Kang Seung Hyun, Jang Ki Yong, Lee Bum Kyu, Bae Jung Nam","Ji Won Yeong is an aspiring musician and the lead singer of a band while No Woo Ri works at a fashion company. The two met at one of Won Yeong\s gigs and their relationship blossomed. Soon, they agreed to live together. Things got complicated when they both decided to break up.\r Due to complications with the security deposit and the loan on the apartment, the two have no choice but to keep living together as roommates until the contract is up and when they\re financially able to leave..."", keep living together as roommates until the contract is up and when they\re financially able to leave...""",7.3,Not Yet Rated,"Adapted From A Webtoon,, Band,, Older Woman/Younger Man,, Cohabitation,, Web Series,, Coming Of Age,, Love Triangle,, Love/Hate Relationship,, ""Housemates Relationship,"", Short Length Series","TencentVideo, WeTV, TencentVideo",https://i.mydramalist.com/4kBWkc.jpg?v=1,10 episodes
1261,"Que Sera, Sera",2007,"Romance, Drama, Melodrama","Eric Mun, Jung Yu Mi, Yoon  Ji Hye, Lee Kyu Han, Geum Bo Ra, Lee Eun Sung","""Kang Tae Joo is a player with charm and good looks who always dates rich women. One day, he finds a strange poor girl named Han Eun Soo sleeping in front of his door. Although he initially despises her, he eventually finds himself falling for her. Cha Hye Lin is the daughter of a rich shopping mall CEO. Her first love, Shin Joon Hyuk, dumps her at her fathers request. Hye Lin buys herself a new boyfriend to make her ex jealous. That man is Kang Tae Joo, and during their contract relationship, Hye Lin begins to fall in love again. However, Tae Joo already has a girlfriend and he cant forget her as easily as he has forgotten all the women in his past. This drama is basically about the redemption of Kang Tae Joo from bastard to human."", "" buys herself a new boyfriend to make her ex jealous. That man is Kang Tae Joo, and during their contract relationship, Hye Lin begins to fall in love again. However, Tae Joo already has a girlfriend and he cant forget her as easily as he has forgotten all the women in his past. This drama is basically about the redemption of Kang Tae Joo from bastard to human.""",7.3,15+ - Teens 15 or older,"Female Chases Male First,, Steamy Kiss,, Contract Relationship,, Aggressive Male Lead,, Jealousy,, Multiple Couples,, Possessive Male Lead,, Naive Female Lead,, Love Square,, Boss-Employee Relationship",Viki,https://i.mydramalist.com/LwkQrc.jpg?v=1,17 episodes
1262,Vengeance of the Bride,2022,"Thriller, Romance, Drama, Melodrama","Park Ha Na, Kang Ji Sub, Park  Yoon Jae, Oh Seung Ah, Son Chang Min, Choi Soo Rin","Eun Seo Yeon is a warm and friendly woman. She runs a small business that produces cosmetics and sells them on the internet. She also works as a staff member at a make-up salon. In her past, she and her parents were in a very close relationship with Kang Baek San. He now runs a large cosmetics company. One day, Eun Seo Yeon learns that Kang Baek San is responsible for her parents’ tragedy. She becomes determined to take revenge on him for his past deeds. Following her plan, she marries Kang Tae Poong, who is Kang Baek San’s son. , parents’ tragedy. She becomes determined to take revenge on him for his past deeds. Following her plan, she marries Kang Tae Poong, who is Kang Baek San’s son. ",7.3,15+ - Teens 15 or older,"Soap Opera,, Chairman/Chairwoman Supporting Character,, Housekeeper Supporting Character,, Entrepreneur Female Lead,, Detective Supporting Character,, Reporter Supporting Character,, Picaresque,, Time Skip,, Smart Female Lead,, Hidden Identity","Wavve, KBS World, Viki",https://i.mydramalist.com/4X5EY_4c.jpg?v=1,102 episodes
1263,Flower of the Queen,2015,"Comedy, Romance, Drama","Kim Sung Ryung, Lee Jong Hyuk, Lee Sung Kyung, Yoon Park, Yang Jung Ah, Go Woo Ri","""South Korean society values success more than anything else. People tirelessly strive to get ahead. Meanwhile, South Korea ranks at the bottom of the list of happy countries in the world. Koreas suicide rate is the highest among developed countries and the third highest in the entire world… There are things that money cannot buy. Money does not bring honor. Power cannot make one happy. Happiness is more powerful than political power, more valuable than riches, and a step above honor. One mother chases success to live a luxurious lifestyle. A daughter finds success after practically raising herself. Two men love these two women as they pursue happiness. This TV series raises the question of what defines happiness to viewers. "", more valuable than riches, and a step above honor. One mother chases success to live a luxurious lifestyle. A daughter finds success after practically raising herself. Two men love these two women as they pursue happiness. This TV series raises the question of what defines happiness to viewers. ",7.3,15+ - Teens 15 or older,,Viki,https://i.mydramalist.com/onZmvc.jpg?v=1,50 episodes
1264,Reset,2014,"Mystery, Drama","Chun Jung Myung, Kim So Hyun, Park Won Sang, Shin Eun Jung, Song  Ha Yoon, Choi Jae Woong","Cha Woo Jin is a prosecutor. Fifteen years ago, he lost his first love Seung Hee to a crime. Since then, he has devoted himself to violent crime cases. While he looks for a criminal, a female high school student Jo Eun Bi becomes involved in the case. Section Chief Han and a prosecution investigation officer work with Cha Woo Jin. ,",7.3,15+ - Teens 15 or older,"Prosecutor Male Lead,, Investigation,, Miniseries,, Death,, Murder,, Amnesia",Viki,https://i.mydramalist.com/O8J7Pc.jpg?v=1,10 episodes
1265,Trap,2020,"Thriller, Romance, Youth, Drama","Woo Da Vi, Choi Kyung Hoon, Kim Dong Han, Son Hyun Woo, Park E Hyun, Park Xi Yeon","""Trap will be a cross between a romance and thriller that tells the story about the love, temptation, and betrayal that occurs among university students in their twenties. "",",7.3,15+ - Teens 15 or older,"Student Female Lead,, Student Male Lead,, School Setting,, Young Adult Female Lead,, Young Adult Male Lead,, Short Length Series,, Temptation,, University,, Steamy Kiss,, Infidelity",tvN D STORY,https://i.mydramalist.com/v6dlB_4c.jpg?v=1,12 episodes
1266,I Order You,2015,"Food, Comedy, Romance, Melodrama","U-Know, Kim Ga Eun, Baek Jong Won, Jang Seung Jo, Gu Jae Yi, Jo Yoon Woo","""Yeo Gook Dae is a talented chef who is cheeky and charismatic but heartbroken in the past because of his divorce. His emotional pain is hidden behind his brash attitude and enthusiasm for cooking. His heart later on gets healed when he begins to fall in love again. 28-year-old Park Song Ah is idling at home after quitting her job. She goes to a homemade dosirak (lunchbox) shop at her brothers request and meets three attractive men there. The pretty and delicious food that they make touch her, and she gets her heart stolen by one of them. A cute funny story about a couple who bicker constantly but their relationship gradually blossoms into pure innocent love."", and meets three attractive men there. The pretty and delicious food that they make touch her, and she gets her heart stolen by one of them. A cute funny story about a couple who bicker constantly but their relationship gradually blossoms into pure innocent love.",7.3,Not Yet Rated,"Tragic Past,, Love Triangle,, ""Childhood Friends Relationship,"", Adapted From A Web Novel,, Chef Male Lead,, Warm Female Lead,, Friendship",Viki,https://i.mydramalist.com/5Q6vec.jpg?v=1,16 episodes
1267,Matching! Boys Archery,2016,"Comedy, Romance, Drama, Sports","Baek Chul Min, Seo Ji Hoon, Kei, Kim Chang Hwan, Jo Jae Yoon, Cha Yeon Woo","""A girl dreaming about becoming a webtoon artist. In order to find material, she approaches an archery club full of good-looking boys by becoming the teams manager. "",",7.3,13+ - Teens 13 or older,"Archery,, Miniseries,, Web Series,, Bromance,, Student Supporting Character,, Student Male Lead,, School Setting,, Webtoon Artist Female Lead,, Short Length Series,, Parody",Viki,https://i.mydramalist.com/31dvRc.jpg?v=1,8 episodes
1268,Lawyers of Korea,2008,"Comedy, Law, Romance","Lee Soo Kyung, Lee Sung Jae, Ryu Soo Young, Han Da Gam, Lee Gun Joo, Jung Ho Geun","""Woo Yi Kyung worked at a law firm as a secretary when she fell in love with Byun Hyuk, a rising star attorney in the firm. They lived together for a year before he left for America with no explanation. Six years later, Yi Kyung ends up becoming a lawyer herself and opens her own office. Her first paying case is to represent Han Min Gook in an alimony lawsuit that could cost him 100 billion Won. Han Min Gooks ex-wife, Lee Ae Ri, is Yi Kyungs good friend, and the lawyer representing Ae Ri is none other than Byun Hyuk himself who has returned from America determined to win Yi Kyung back. Yi Kyung is facing a showdown with her friend, Ae Ri, as well as her first love, Byun Hyuk, all while falling for her client Min Gook."", "" cost him 100 billion Won. Han Min Gooks ex-wife, Lee Ae Ri, is Yi Kyungs good friend, and the lawyer representing Ae Ri is none other than Byun Hyuk himself who has returned from America determined to win Yi Kyung back. Yi Kyung is facing a showdown with her friend, Ae Ri, as well as her first love, Byun Hyuk, all while falling for her client Min Gook.""",7.3,15+ - Teens 15 or older,"""Best Friends Relationship,"", Lawyer Female Lead,, Ex-Boyfriend Comes Back,, Strong Male Lead,, Strong Female Lead,, Riches To Rags,, Rich Man/Poor Woman,, Love Triangle,, Friendship",Viki,https://i.mydramalist.com/NdpKnc.jpg?v=1,16 episodes
1269,I Need Romance,2011,"Comedy, Romance","Cho Yeo Jung, Kim Jeong Hoon, Choi Yeo Jin, Choi Song Hyun, Choi Jin Hyuk, Kim Hyung Min","""Sunwoo In Young has been dating the same man for the past 10 years and, at 33 years old, is waiting for the big question. When she finds out hes cheated on her, she flat out breaks up with him, determined to continue her life. At the same time, her best friends Park Seo Yeon and Kang Hyun Joo face their own relationship problems. A sex-and-the-city style story about three woman who face the ups and downs of being career minded at an age where society expects them to be married."", face the ups and downs of being career minded at an age where society expects them to be married.",7.3,Not Yet Rated,"Manager Female Lead,, Photographer Supporting Character,, Director Male Lead,, Lawyer Female Lead,, Break Up,, Independent Female Lead,, Modeling,, Steamy Kiss,, Skinship,, Healing",Tubi,https://i.mydramalist.com/MBNqRc.jpg?v=1,16 episodes
1270,One Well-Raised Daughter,2013,"Business, Romance, Drama, Melodrama","Park Han Byul, Lee Tae Gon, Jung Eun Woo, Yoon  Se In, Kim Joo Young, Lee Hye Sook","Jang Ha Na is the fourth daughter of the eldest son of a family that’s been making soy sauce for hundred of years. She has to dress up like a man because of their financial situation. The family needs a male representative for their soy sauce business. After giving birth to four daughters, they gave up for trying for the male heir and the fourth daughter will just have to pretend to be a boy and act like a son within the family., be a boy and act like a son within the family.",7.3,Not Yet Rated,"Family Dispute,, Soap Opera,, Family Relationship,, Hidden Identity,, Misunderstanding,, Strong Female Lead,, Marriage,, Cross-Dressing",Tubi,https://i.mydramalist.com/Nd7QAc.jpg?v=1,122 episodes
1271,Café Kilimanjaro,2020,"Music, Drama","Kwon Hyun Bin, Kim Na Hyun, Choi Si Hun, Baek Jin, Park Chan Kyu, Jin Yea","""Cafe Kilimanjaro"" details a series of events wherein the inexperienced proprietor of a coffee shop gets involved with the members of a fictional band known as \Leopold\. ,",7.3,15+ - Teens 15 or older,"Café Setting,, Café Owner Male Lead,, Short Length Series,, Band,, Multiple Mains,, Miniseries,, Web Series",Viki,https://i.mydramalist.com/0RL3E_4c.jpg?v=1,10 episodes
1272,Longing for Spring,2014,"Comedy, Romance","Lee Won Keun, Song Ji Eun, Yeo Woon, Ahn Ji Ho","Mal Ja, who is a part-time worker for the Korean Racing Authority, loves all living creatures but has experienced trauma with horses. Pebble, her best friend, would like to be more than friends and feels threatened by the arrival of a celebrity jockey who shows interest in Mal Ja. ,",7.3,G - All Ages,"""Childhood Friends Relationship,"", Male Chases Female First,, Web Series,, Friends To Lovers,, Unrequited Love,, First Love,, Equinophobia,, Love Triangle,, Animal,, Friendship","AsianCrush, Prime Video",https://i.mydramalist.com/m0AD3c.jpg?v=1,4 episodes
1273,Possessed,2019,"Horror, Comedy, Romance, Supernatural","Song Sae Byuk, Go Joon Hee, Yeon Jung Hoon, Jo Han Sun, Lee Won Jong, Park Jin Woo","Kang Pil Sung works as a detective. His instincts as a detective are excellent and he is foul-mouthed. He is both lazy and rough, but he is also soft hearted. Hong Seo Jung has excellent psychic mediumship, but she tries to hide her ability. This causes her to keep a distance from other people and she lives a lonely life. While Kang Pil Sung investigates a case, he happens to meet Hong Seo Jung. He thinks that she is different from others and takes an interest in her. They begin to solve cases together using their special abilities., Seo Jung. He thinks that she is different from others and takes an interest in her. They begin to solve cases together using their special abilities.",7.3,15+ - Teens 15 or older,"Strong Female Lead,, Detective Male Lead,, Eccentric Male Lead,, Ghost-seeing Female Lead,, Special Power,, Ghost-seeing Male Lead,, Shamanism,, Police Department Setting,, Burned Alive,, Death Of A Mother",Netflix,https://i.mydramalist.com/vOzQ8c.jpg?v=1,16 episodes
1274,Green Rose,2005,"Thriller, Romance, Drama, Melodrama","Lee Da Hae, Go Soo, Lee Jong Hyuk, Lee Won Jae, Sun Woo Jae Duk, Jung Sang Hoon","Lee Jung Hyun is accused of attempted murder of his lover Oh Soo Ah\s father. He runs away and becomes a fugitive. Later, he returns with a new name and seeks out revenge. Oh Soo Ah who is the successor of the enterprise ""SL Electronic"" has Shin Hyun Tae at her side who has supported her over the years with her father who is in coma. ,",7.3,15+ - Teens 15 or older,"Fugitive,, Hidden Identity,, Rags To Riches,, Second Chance,, Revenge,, Unrequited Love,, Suspense",SBS VOD,https://i.mydramalist.com/QJm7Ac.jpg?v=1,22 episodes
1275,Love Alarm,2019,"Comedy, Romance, Youth, Drama","Kim So Hyun, Jung Ga Ram, Song Kang, Go Min Si, Song Sun Mi, Kim Young Pil","""The cellphone app Love Alarm is created. If someone likes you and they are within 10 meters of you, the alarm for the app rings. The app also shows how many people like you, but the app doesnt reveal specific details on who likes you. Kim Jo Jo is a high school student. She is pretty and smart. She seems like a cheerful person, but her parents died when she was young. Since the death of her parents, Kim Jo Jo has lived with her aunts family. Living there is not easy for Kim Jo Jo. She doesnt download the app as her phone isn’t new enough. Meanwhile, Hwang Sun Oh is a popular male student at the same high school that Kim Jo Jo attends. He is the son of a wealthy family, but he is not loved by his parents. His best friend, Lee Hye Yeong, also attends the same high school. Hwang Sun Oh notices that his best friend, Lee Hye Yeong, likes Kim Jo Jo. Hwang Sun Oh wants to know if his friend really likes her, so he kisses her. "", "" Since the death of her parents, Kim Jo Jo has lived with her aunts family. Living there is not easy for Kim Jo Jo. She doesnt download the app as her phone isn’t new enough. Meanwhile, Hwang Sun Oh is a popular male student at the same high school that Kim Jo Jo attends. He is the son of a wealthy family, but he is not loved by his parents. His best friend, Lee Hye Yeong, also attends the same high school. Hwang Sun Oh notices that his best friend, Lee Hye Yeong, likes Kim Jo Jo. Hwang Sun Oh wants to know if his friend really likes her, so he kisses her. """,7.3,13+ - Teens 13 or older,"Mobile App,, Male Chases Female First,, Love Triangle,, First Love,, Trauma,, Rich Male Lead,, Adapted From A Webtoon,, Tragic Past,, Heartbreak,, Bromance",Netflix,https://i.mydramalist.com/B2QQ5c.jpg?v=1,8 episodes
1276,I Hate You Juliet,2019,"Romance, Drama, Supernatural","Lee Hong Ki, Jung Hye Sung, Choi Woong, Moon Soo Bin, Lee Il Hwa, Park Hyun Sook","""After an electric shock, a top celebrity is suddenly able to hear a script writers thoughts. Knowing her true thoughts and feelings, he finds himself falling madly in love with her! But when he loses his ability to read her mind, would he still be able to win her heart? "",",7.3,13+ - Teens 13 or older,"Web Series,, Mind Reading,, Film Industry,, School Setting,, University,, Student,, Youth",Viki,https://i.mydramalist.com/3Lbodc.jpg?v=1,18 episodes
1277,"Persevere, Goo Hae Ra",2015,"Music, Romance, Youth","Min Hyo Rin, Kwak Shi Yang, Jung Jin Young, Henry Lau, Park Kwang Seon, Sung Eun","Goo Hae Ra, who is an aspiring musician is seeking stardom. She wishes to release the music of her deceased father but faces numerous obstacles. Hae Ra is then joined by twin brothers in her quest for stardom, on the musical competition show ""Superstar K2"". ,",7.3,Not Yet Rated,"Friends To Lovers,, Love Triangle,, Friendship",Viki,https://i.mydramalist.com/v4LAW_4c.jpg?v=1,12 episodes
1278,The School Nurse Files,2020,"Mystery, Horror, Comedy, Supernatural","Jung Yu Mi, Nam Joo Hyuk, Lee Joo Young, Yoo Teo, Kim Dong Hyun, Jang Joon Hyun","An Eun Young is a new nurse teacher at school. She has a special ability to see jelly like monsters that are made from residue of human desire and she can also eradicate these jellies. She uses a toy knife and a BB gun to take out the jellies. She senses that a mysterious event takes place at her school. Hong In Pyo is a Chinese language teacher at the same school. Hong In Pyo has a special energy. In order to protect the students, An Eun Young and Hong In Pyo work together to eradicate these jellies. , Hong In Pyo has a special energy. In order to protect the students, An Eun Young and Hong In Pyo work together to eradicate these jellies. ",7.3,15+ - Teens 15 or older,"Ghost-seeing Female Lead,, Exorcism,, High School,, Brave Female Lead,, Adapted From A Novel,, Special Power,, Eccentric Female Lead,, Slight Romance,, Supernatural Phenomena,, Monsters",Netflix,https://i.mydramalist.com/XO1yd_4c.jpg?v=1,6 episodes
1279,Operation Proposal,2012,"Romance, Drama, Sports, Fantasy","Yoo Seung Ho, Lee Hyun Jin, Park Eun Bin, Kim Seung Pil, Go In Beom, Roh Jeong Eui","""Kang Baek Ho and Ham Yi Seul have been best friends since elementary school. Baek Ho has never acknowledged his attraction to her, unaware that Yi Seul has been in love with him for more than 20 years. Finally, at the wedding ceremony where Yi Seul is about to marry another man (Jin Won), Baek Ho regrets that he never confessed his love for the bride. A mysterious conductor suddenly appears and offers him a second chance to win Yi Seuls heart. Baek Ho travels back in time to various events of their lives hoping to change the outcome of their relationship. But changing the future is not as easy as it seems. "", "" offers him a second chance to win Yi Seuls heart. Baek Ho travels back in time to various events of their lives hoping to change the outcome of their relationship. But changing the future is not as easy as it seems. """,7.3,13+ - Teens 13 or older,"Childhood Crush,, Secret Crush,, Inferiority Complex,, Male Chases Female First,, Second Chance,, Unrequited Love,, Love Triangle,, Time Travel,, Student Female Lead,, Student Male Lead",Netflix,https://i.mydramalist.com/qYVNQc.jpg?v=1,16 episodes
1280,Young Lady and Gentleman,2021,"Comedy, Romance, Family, Melodrama","Ji Hyun Woo, Lee Se Hee, Park Ha Na, Kang Eun Tak, Lee Jong Won, Oh Hyun Kyung","Lee Young Kook is a widower with three children. He still hasn’t gotten over the death of his wife. He decides to hire Park Dan Dan as a live-in tutor for his kids and he becomes attracted to her. Meanwhile, Park Dan Dan has a bright and positive personality despite her harsh situation. ,",7.3,15+ - Teens 15 or older,"Older Man/Younger Woman,, Rich Man/Poor Woman,, Bright Female Lead,, Healing,, Poor Female Lead,, Positive Female Lead,, Age Gap Drama Life,, Childhood Acquaintance,, Rich Family,, Nice Male Lead","Netflix, KBS World, Prime Video, Viki",https://i.mydramalist.com/RK73P_4c.jpg?v=1,52 episodes
1281,Golden Cross,2014,"Thriller, Romance, Drama, Melodrama","Han Da Gam, Kim Kang Woo, Uhm Ki Joon, Jeong Bo Seok, Lee Si Young, Choi Woo Suk","A shadowy society known as ""Golden Cross"" dominates the Korean economy and marketplace with its deep connections and financial power. Prosecutor Kang Do-yoon gets entangled into their dealings when one of their plots gets his beloved sister murdered, a crime for which his father then gets framed. Do-yoon vows revenge on Seo Dong-ha, the powerful man behind the organization, but complications arise when he learns that Seo is the father of the woman he loves, his colleague Seo Yi-re. Yi-re is a righteous and truth-seeking prosecutor; she grew up respecting and obeying her father, and her life is thrown into disarray when she discovers his dark side. Meanwhile, Seo nurtures a protegee, businessman Michael Jang, whose greed and ambition soon makes him challenge his mentor for the top spot. A clash of wills, fortunes, and egos commences., woman he loves, his colleague Seo Yi-re. Yi-re is a righteous and truth-seeking prosecutor; she grew up respecting and obeying her father, and her life is thrown into disarray when she discovers his dark side. Meanwhile, Seo nurtures a protegee, businessman Michael Jang, whose greed and ambition soon makes him challenge his mentor for the top spot. A clash of wills, fortunes, and egos commences.",7.3,Not Yet Rated,"Revenge,, Double Identity,, Suspense",Viki,https://i.mydramalist.com/LwvNgc.jpg?v=1,20 episodes
1282,Love Story in Harvard,2004,"Romance, Youth, Drama","Kim Rae Won, Lee Jung Jin, Kim Tae Hee, Lee Cham, Kim Chang Wan, Kim Min","Love Story in Harvard portrays the dream and love pursued by foreign students studying at Harvard. It demonstrates bright, hard-working, and romantic characters and storylines. A young love story set at the famed Ivy League school in the United States. Kim Hyun Woo, a 1st year law student at Harvard Law, enters into a rivalry with classmate Hong Jung Min for the affections of beautiful medical student Lee Soo In. The two men are both from prestigious families, while Soo In is from a poor family. Can the trio resolve their romantic differences and chase their dreams at the same time?, men are both from prestigious families, while Soo In is from a poor family. Can the trio resolve their romantic differences and chase their dreams at the same time?",7.3,15+ - Teens 15 or older,"University,, Love Triangle,, Lovers Separated,, Student Female Lead,, Student Male Lead,, School Setting,, Young Adult Female Lead,, Young Adult Male Lead,, Lawyer Supporting Character,, Social Issues",WeTV,https://i.mydramalist.com/ABJ24c.jpg?v=1,16 episodes
1283,Dr. Champ,2010,"Romance, Medical, Sports","Kim So Yeon, Jung Gyu Woon, Uhm Tae Woong, Cha Ye Ryun, Ma Dong Seok, Kim Hyung Beom","Kim Yeon Woo is an orthopedic doctor who takes up a new post at Taereung National Village, the training center for national Olympic athletes, after she is fired from her previous job. She becomes romantically involved with Park Ji Heon, a young judo athlete, and Lee Do Wook, the short-tempered, crippled director of the facility who is still haunted by the injury that had cut short his speed-skating career. This is further complicated by the presence of the swimming coach, Hee Young, who becomes her rival for the attentions of Do Wook., complicated by the presence of the swimming coach, Hee Young, who becomes her rival for the attentions of Do Wook.",7.3,15+ - Teens 15 or older,,SBS World,https://i.mydramalist.com/GJmY9c.jpg?v=1,16 episodes
1284,Yaksha,2010,"Action, Thriller, Historical, War","Jo Dong Hyuk, Jeon Hye Bin, Jang Tae Hoon, Seo Do Young, Park Won Sang, Jang  Yoon Seo","Set in a tumultuous period where the political scene is murky and various people fought to gain power and the throne, the young king will do anything to strengthen his shaky position in court. His childhood friend Baek Rok leads a secret military force loyal to the king, called the ""Black Cloud Swords"". Baek Rok lives for his king, his brother Baek Kyul and his lover Jung Yeon, but when his ambitious brother betrays him and leads him into a trap, he finds himself on the run. He becomes a slave and gladiator, eventually returning to Joseon to seek revenge., brother betrays him and leads him into a trap, he finds himself on the run. He becomes a slave and gladiator, eventually returning to Joseon to seek revenge.",7.3,18+ Restricted (violence & profanity),"Blood,, Bromance,, Suspense,, Sword-fight,, Death,, Joseon Dynasty,, Love Triangle,, Sexual Content,, Historical Fiction,, Friendship","KUKAN, YOUKU (优酷), Viki",https://i.mydramalist.com/9Z857c.jpg?v=1,12 episodes
1285,Summer Scent,2003,"Romance, Melodrama","Song Seung Heon, Son Ye Jin, Ryu Jin, Han Ji Hye, Ha Jae Young, Shin Ae","""Three years previously Min Woo lost his first love in a tragic accident. As he struggles on with life he meets Hae Won who reminds him of his lost love but is racked with emotion and confusion as his feelings for these two women become intertwined. Unbeknownst to the florist Hae Won she has received her heart transplant and a second chance at life from Min Woos first love. When the two cross paths Hae Won notices her unusual heart beat. Nobody knew it was her heart that remembered and beats strong for her lost love Min Woo. As Hae Won starts falling in love with Min Woo soon the conflict erupts between the lovely florist and her fiance Jung Jae."", cross paths Hae Won notices her unusual heart beat. Nobody knew it was her heart that remembered and beats strong for her lost love Min Woo. As Hae Won starts falling in love with Min Woo soon the conflict erupts between the lovely florist and her fiance Jung Jae.",7.3,Not Yet Rated,"Summer Setting,, Florist Female Lead,, Heart Transplant,, Love Square,, Second Chance,, Love Triangle",Viki,https://i.mydramalist.com/4eD5rc.jpg?v=1,20 episodes
